date;time;temperatura;umidita;irraggiamento
2015-06-02;15:36;27.877;30.828;
2015-06-02;15:42;27.907;31.408;
2015-06-02;15:48;27.875;32.230;
2015-06-02;15:54;28.442;31.397;
2015-06-02;16:00;28.163;32.005;
2015-06-02;16:06;28.617;30.988;
2015-06-02;16:12;28.367;30.993;
2015-06-02;16:18;28.548;30.067;
2015-06-02;16:24;28.598;29.468;
2015-06-02;16:30;28.713;30.070;
2015-06-02;16:36;28.185;30.868;
2015-06-02;16:42;28.033;31.372;
2015-06-02;16:48;28.610;30.892;
2015-06-02;16:54;28.690;30.330;
2015-06-02;17:00;28.710;29.985;
2015-06-02;17:06;28.492;30.043;
2015-06-02;17:12;28.552;30.220;
2015-06-02;17:18;28.388;30.167;
2015-06-02;17:24;28.520;29.955;
2015-06-02;17:30;28.877;29.312;
2015-06-02;17:36;29.175;29.093;
2015-06-02;17:42;29.087;28.452;
2015-06-02;17:48;28.863;28.353;
2015-06-02;17:54;28.826;28.680;
2015-06-02;18:54;28.910;28.690;
2015-06-02;19:00;28.728;28.995;
2015-06-02;19:06;28.608;29.213;
2015-06-02;19:12;28.677;29.423;
2015-06-02;19:18;28.690;29.622;
2015-06-02;19:24;28.433;30.068;
2015-06-02;19:30;28.780;29.473;
2015-06-02;19:36;28.582;30.315;
2015-06-02;19:42;28.372;30.457;
2015-06-02;19:48;28.038;31.343;
2015-06-02;19:54;24.737;33.930;
2015-06-02;20:00;-40.368;33.778;
2015-06-02;20:06;-49.993;35.027;
2015-06-02;20:12;-49.998;35.680;
2015-06-02;20:18;-49.998;36.425;
2015-06-02;20:24;-49.995;36.763;
2015-06-02;20:30;-49.957;37.008;
2015-06-02;20:36;-49.832;37.412;
2015-06-02;20:42;-49.495;37.433;
2015-06-02;20:48;-47.970;37.437;
2015-06-02;20:54;-46.520;37.772;
2015-06-02;21:00;-46.333;37.915;
2015-06-02;21:06;-42.088;37.473;
2015-06-02;21:12;-23.553;37.143;
2015-06-02;21:18;6.170;37.213;
2015-06-02;21:24;7.292;37.320;
2015-06-02;21:30;9.288;36.918;
2015-06-02;21:36;16.570;36.717;
2015-06-02;21:42;22.117;36.798;
2015-06-02;21:48;25.128;36.735;
2015-06-02;21:54;26.062;37.023;
2015-06-02;22:00;26.353;36.212;
2015-06-02;22:06;26.392;36.310;
2015-06-02;22:12;26.377;36.118;
2015-06-02;22:18;26.378;35.788;
2015-06-02;22:24;26.370;36.017;
2015-06-02;22:30;26.353;36.262;
2015-06-02;22:36;26.222;36.957;
2015-06-02;22:42;26.032;38.417;
2015-06-02;22:48;25.922;39.413;
2015-06-02;22:54;25.740;41.012;
2015-06-02;23:00;25.580;41.287;
2015-06-02;23:06;25.458;41.700;
2015-06-02;23:12;25.328;41.772;
2015-06-02;23:18;25.247;41.942;
2015-06-02;23:24;25.187;42.182;
2015-06-02;23:30;25.058;42.052;
2015-06-02;23:36;24.998;40.968;
2015-06-02;23:42;24.927;41.232;
2015-06-02;23:48;24.797;41.737;
2015-06-02;23:54;24.085;46.970;
2015-06-03;00:00;24.447;43.017;
2015-06-03;00:06;24.342;43.350;
2015-06-03;00:12;24.288;42.918;
2015-06-03;00:18;24.313;41.480;
2015-06-03;00:24;24.215;41.447;
2015-06-03;00:30;24.077;41.232;
2015-06-03;00:36;24.075;41.172;
2015-06-03;00:42;23.970;41.963;
2015-06-03;00:48;23.912;42.180;
2015-06-03;00:54;23.846;41.494;
2015-06-03;01:54;0.000;0.000;
2015-06-03;02:00;23.335;44.233;
2015-06-03;02:06;23.302;44.433;
2015-06-03;02:12;23.263;44.750;
2015-06-03;02:18;23.168;45.573;
2015-06-03;02:24;23.115;46.278;
2015-06-03;02:30;23.040;46.998;
2015-06-03;02:36;22.943;47.883;
2015-06-03;02:42;22.903;48.738;
2015-06-03;02:48;22.855;49.332;
2015-06-03;02:54;22.768;49.782;
2015-06-03;03:00;22.738;49.905;
2015-06-03;03:06;22.723;49.848;
2015-06-03;03:12;22.788;49.752;
2015-06-03;03:18;22.762;50.143;
2015-06-03;03:24;22.750;50.672;
2015-06-03;03:30;22.697;50.957;
2015-06-03;03:36;22.592;51.297;
2015-06-03;03:42;22.633;51.083;
2015-06-03;03:48;22.563;51.518;
2015-06-03;03:54;22.548;51.366;
2015-06-03;04:54;21.840;56.490;
2015-06-03;05:00;21.440;58.392;
2015-06-03;05:06;21.012;60.893;
2015-06-03;05:12;20.760;62.393;
2015-06-03;05:18;20.632;62.858;
2015-06-03;05:54;20.320;64.550;
2015-06-03;06:00;20.310;64.648;
2015-06-03;06:06;20.312;65.030;
2015-06-03;06:12;20.097;66.313;
2015-06-03;06:18;20.093;66.453;
2015-06-03;06:24;20.342;65.617;
2015-06-03;06:30;20.485;64.992;
2015-06-03;06:36;20.520;64.972;
2015-06-03;06:42;20.380;65.588;
2015-06-03;06:48;20.300;65.953;
2015-06-03;06:54;20.392;65.487;
2015-06-03;07:00;20.192;66.063;
2015-06-03;07:06;20.190;66.512;
2015-06-03;07:12;20.465;65.707;
2015-06-03;07:18;20.742;64.550;
2015-06-03;07:24;21.288;62.677;
2015-06-03;07:30;21.045;62.793;
2015-06-03;07:36;21.017;62.958;
2015-06-03;07:42;21.305;61.900;
2015-06-03;07:48;21.578;60.633;
2015-06-03;07:54;21.372;61.722;
2015-06-03;08:54;23.310;54.080;
2015-06-03;09:00;23.810;52.368;
2015-06-03;09:06;23.942;52.128;
2015-06-03;09:12;23.670;52.293;
2015-06-03;09:18;24.323;50.828;
2015-06-03;09:24;24.320;50.945;
2015-06-03;09:30;24.807;49.530;
2015-06-03;09:36;24.602;50.007;
2015-06-03;09:42;24.488;50.115;
2015-06-03;09:48;25.573;47.292;
2015-06-03;09:54;24.410;49.897;
2015-06-03;10:00;25.218;48.007;
2015-06-03;10:06;24.813;49.485;
2015-06-03;10:12;25.297;48.945;
2015-06-03;10:18;25.070;50.613;
2015-06-03;10:24;25.260;50.760;
2015-06-03;10:30;25.682;49.793;
2015-06-03;10:36;25.168;51.090;
2015-06-03;10:42;25.708;49.628;
2015-06-03;10:48;25.672;48.908;
2015-06-03;10:54;26.014;47.348;
2015-06-03;11:54;26.480;44.400;
2015-06-03;12:00;26.753;44.395;
2015-06-03;12:06;27.692;42.108;
2015-06-03;12:12;27.832;41.212;
2015-06-03;12:18;28.360;40.633;
2015-06-03;12:24;28.185;40.507;
2015-06-03;12:30;27.912;41.807;
2015-06-03;12:36;27.720;41.722;
2015-06-03;12:42;28.148;41.045;
2015-06-03;12:48;28.023;41.552;
2015-06-03;12:54;28.077;40.925;
2015-06-03;13:00;28.670;39.653;
2015-06-03;13:06;29.085;39.005;
2015-06-03;13:12;29.058;38.818;
2015-06-03;13:18;29.320;38.675;
2015-06-03;13:24;29.242;38.488;
2015-06-03;13:30;28.848;39.305;
2015-06-03;13:36;29.022;38.693;
2015-06-03;13:42;29.252;38.480;
2015-06-03;13:48;28.720;38.712;
2015-06-03;13:54;28.657;38.703;
2015-06-03;14:00;29.157;38.450;
2015-06-03;14:06;29.213;38.518;
2015-06-03;14:12;29.367;37.862;
2015-06-03;14:18;29.905;37.217;
2015-06-03;14:24;30.007;37.283;
2015-06-03;14:30;29.230;38.772;
2015-06-03;14:36;29.452;38.213;
2015-06-03;14:42;29.700;37.933;
2015-06-03;14:48;29.628;38.325;
2015-06-03;14:54;29.798;38.067;
2015-06-03;15:00;30.057;37.678;
2015-06-03;15:06;29.767;38.137;
2015-06-03;15:12;30.185;38.032;
2015-06-03;15:18;30.037;38.078;
2015-06-03;15:24;30.553;37.257;
2015-06-03;15:30;30.525;37.518;
2015-06-03;15:36;30.590;37.143;
2015-06-03;15:42;30.340;37.820;
2015-06-03;15:48;30.365;38.077;
2015-06-03;15:54;30.742;37.910;
2015-06-03;17:54;30.770;36.410;
2015-06-03;18:00;30.703;36.313;
2015-06-03;18:06;30.552;36.425;
2015-06-03;18:12;30.735;36.807;
2015-06-03;18:18;30.380;37.150;
2015-06-03;18:24;30.133;37.705;
2015-06-03;18:30;30.460;37.395;
2015-06-03;18:36;30.622;36.982;
2015-06-03;18:42;30.793;36.652;
2015-06-03;18:48;30.598;36.530;
2015-06-03;18:54;30.355;36.952;
2015-06-03;19:00;30.263;36.857;
2015-06-03;19:06;30.305;36.607;
2015-06-03;19:12;30.267;36.273;
2015-06-03;19:18;30.103;36.435;
2015-06-03;19:24;30.152;36.323;
2015-06-03;19:30;30.182;36.750;
2015-06-03;19:36;30.355;36.275;
2015-06-03;19:42;30.340;35.730;
2015-06-03;19:48;30.093;35.862;
2015-06-03;19:54;30.104;35.900;
2015-06-03;20:54;29.110;38.620;
2015-06-03;21:00;28.935;39.170;
2015-06-03;21:06;28.933;39.132;
2015-06-03;21:12;28.875;39.290;
2015-06-03;21:18;28.850;39.498;
2015-06-03;21:24;28.700;40.187;
2015-06-03;21:30;28.667;39.953;
2015-06-03;21:36;28.705;39.468;
2015-06-03;21:42;28.600;39.838;
2015-06-03;21:48;28.517;40.302;
2015-06-03;21:54;28.533;40.347;
2015-06-03;22:00;28.523;40.485;
2015-06-03;22:06;28.492;40.637;
2015-06-03;22:12;28.423;40.855;
2015-06-03;22:18;28.403;41.098;
2015-06-03;22:24;28.305;41.762;
2015-06-03;22:30;28.262;42.200;
2015-06-03;22:36;28.187;42.447;
2015-06-03;22:42;28.113;42.768;
2015-06-03;22:48;28.085;42.878;
2015-06-03;22:54;28.018;42.898;
2015-06-03;23:54;23.320;44.190;
2015-06-04;00:00;27.352;45.947;
2015-06-04;00:06;27.253;46.632;
2015-06-04;00:12;27.133;47.332;
2015-06-04;00:18;26.982;48.262;
2015-06-04;00:24;26.883;48.645;
2015-06-04;00:30;26.822;49.080;
2015-06-04;00:36;26.652;49.973;
2015-06-04;00:42;26.577;50.385;
2015-06-04;00:48;26.513;50.765;
2015-06-04;00:54;26.412;51.687;
2015-06-04;01:00;26.285;52.558;
2015-06-04;01:06;26.157;53.343;
2015-06-04;01:12;26.107;53.625;
2015-06-04;01:18;25.847;54.430;
2015-06-04;01:24;25.588;55.488;
2015-06-04;01:30;25.547;55.668;
2015-06-04;01:36;25.537;55.522;
2015-06-04;01:42;25.555;55.562;
2015-06-04;01:48;25.293;56.843;
2015-06-04;01:54;25.000;57.928;
2015-06-04;02:00;25.153;57.115;
2015-06-04;02:06;25.043;57.633;
2015-06-04;02:12;24.867;57.878;
2015-06-04;02:18;24.732;58.710;
2015-06-04;02:24;24.650;58.945;
2015-06-04;02:30;24.793;58.230;
2015-06-04;02:36;24.722;58.592;
2015-06-04;02:42;24.542;59.302;
2015-06-04;02:48;24.638;58.837;
2015-06-04;02:54;24.553;59.175;
2015-06-04;03:00;24.330;60.832;
2015-06-04;03:06;24.483;59.605;
2015-06-04;03:12;24.410;60.227;
2015-06-04;03:18;24.302;60.910;
2015-06-04;03:24;24.250;61.140;
2015-06-04;03:30;24.218;61.035;
2015-06-04;03:36;24.090;61.848;
2015-06-04;03:42;23.977;62.140;
2015-06-04;03:48;23.997;61.992;
2015-06-04;03:54;24.002;62.183;
2015-06-04;04:00;23.843;63.463;
2015-06-04;04:06;23.627;64.370;
2015-06-04;04:12;23.565;64.762;
2015-06-04;04:18;23.472;65.427;
2015-06-04;04:24;23.202;66.575;
2015-06-04;04:30;23.032;67.188;
2015-06-04;04:36;23.305;66.220;
2015-06-04;04:42;23.290;66.473;
2015-06-04;04:48;23.237;66.520;
2015-06-04;04:54;23.114;67.324;
2015-06-04;05:54;22.700;70.110;
2015-06-04;06:00;22.720;69.677;
2015-06-04;06:06;22.895;68.510;
2015-06-04;06:12;23.040;67.458;
2015-06-04;06:18;23.052;67.162;
2015-06-04;06:24;23.048;67.763;
2015-06-04;06:30;23.002;67.905;
2015-06-04;06:36;22.968;68.283;
2015-06-04;06:42;22.928;68.542;
2015-06-04;06:48;23.233;67.125;
2015-06-04;06:54;23.265;67.108;
2015-06-04;07:00;23.477;66.512;
2015-06-04;07:06;23.440;67.055;
2015-06-04;07:12;23.282;67.917;
2015-06-04;07:18;-3.948;66.860;
2015-06-04;07:24;-37.625;66.847;
2015-06-04;07:30;-45.838;67.093;
2015-06-04;07:36;-48.967;65.280;
2015-06-04;07:42;-39.715;66.602;
2015-06-04;07:48;-22.023;66.530;
2015-06-04;07:54;1.423;65.385;
2015-06-04;08:00;7.515;63.877;
2015-06-04;08:06;17.243;62.752;
2015-06-04;08:12;22.610;62.330;
2015-06-04;08:18;24.580;62.607;
2015-06-04;08:24;24.703;62.323;
2015-06-04;08:30;25.410;60.133;
2015-06-04;08:36;24.983;61.555;
2015-06-04;08:42;25.228;61.657;
2015-06-04;08:48;25.285;61.743;
2015-06-04;08:54;25.734;59.350;
2015-06-04;09:54;26.910;56.370;
2015-06-04;10:00;27.140;55.582;
2015-06-04;10:06;27.587;54.917;
2015-06-04;10:12;27.338;55.940;
